SYMBOL	A549_log2FoldChange	A549_padj	A549_baseMean	Calu3_log2FoldChange	Calu3_padj	Calu3_baseMean	HepG2_log2FoldChange	HepG2_padj	HepG2_baseMean
MT2A	2.48232782949295	5.53775087085694e-6	3773.21644652045	2.94688812705575	7.65325082300814e-4	582.054444375093	1.3923241996652	0.0382589885883555	5565.78972813209
